nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0639495	Dave O'Brien	1912	1969	writer,actor,director	tt0037390,tt0028346,tt0034577,tt0037176
nm0639529	Edmond O'Brien	1915	1985	actor,director,producer	tt0056217,tt0058576,tt0046754,tt0042041
nm0639530	Edna O'Brien	1930	NA	writer,actress,production_manager	tt0058142,tt0348926,tt0069516,tt0060532
nm0639610	Jim O'Brien	1947	2012	director,miscellaneous,actor	tt0119991,tt9733630,tt0086739,tt0092404
nm0639640	Kate O'Brien	1897	1974	writer	tt0989125,tt0185809,tt0048712,tt0120271
nm0639676	Liam O'Brien	1913	1996	miscellaneous,producer,writer	tt0043633,tt0086759,tt0053513,tt0069620
nm0639684	Margaret O'Brien	1937	NA	actress,soundtrack,writer	tt3132614,tt0037059,tt0034923,tt0041855
nm0639709	Maureen O'Brien	1943	NA	actress	tt0404196,tt0078666,tt0077045,tt0056751
nm0639787	Robert O'Brien	1918	2005	writer,music_department,soundtrack	tt0055686,tt0037859,tt0053245,tt0062570
nm0639791	Robert C. O'Brien	1918	1973	writer,miscellaneous	tt1598642,tt1482456,tt0165592,tt0084649
nm0639849	Timothy O'Brien	1929	NA	production_designer,costume_department,costume_designer	tt0058401,tt0148010,tt0161126,tt1245415
nm0639995	Ronan O'Casey	1922	2012	actor,producer,writer	tt0075955,tt0048918,tt4384094,tt0162815
nm0639997	Sean O'Casey	1880	1964	writer,soundtrack	tt0028112,tt0172966,tt0348926,tt0021015
nm0640054	David J. O'Connell	1916	1996	editorial_department,producer,production_manager	tt0078579,tt0063927,tt0067926,tt0076984
nm0640147	Patrick O'Connell	1934	2017	actor	tt0068054,tt0159873,tt0065593,tt3982966
nm0640307	Donald O'Connor	1925	2003	actor,soundtrack,director	tt0031088,tt0045899,tt0040111,tt0045152
nm0640320	Flannery O'Connor	1925	1964	writer	tt0173953,tt0276865,tt6343742,tt6556902
nm0640326	Frank O'Connor	1903	1966	writer,actor,producer	tt0835013,tt6630156,tt0050902,tt4970012
nm0640539	Tim O'Connor	1927	2018	actor	tt0056777,tt0077278,tt0102510,tt0078579
nm0640561	Joseph O'Conor	1910	2001	actor,writer,soundtrack	tt0083791,tt0063385,tt0127536,tt0151137
nm0640874	Michael O'Donoghue	1940	1994	writer,actor,miscellaneous	tt0079522,tt0079583,tt0072562,tt0096061
nm0640966	Sean O'Faoláin	1900	1991	writer	tt0835013,tt1384817,tt1134887,tt1905056
nm0641007	George More O'Ferrall	1907	1982	producer,director,writer	tt3856212,tt0047066,tt0161126,tt0264345
nm0641018	Liam O'Flaherty	1896	1984	writer	tt0030635,tt0026529,tt0028783,tt0063748
nm0641400	Michael O'Herlihy	1928	1997	director,producer,writer	tt0060028,tt0076539,tt0078565,tt0093208
nm0641407	Harvey J. O'Higgins	1876	1929	writer	tt0027781,tt0037042,tt0007649,tt0017431
nm0641729	J. Pat O'Malley	1904	1985	actor,soundtrack	tt0043274,tt0055254,tt0061852,tt0041094
nm0641765	Mary O'Malley	1941	2020	writer	tt0259806,tt0087842,tt0165592
nm0641885	Charles O'Neal	1904	1996	writer	tt0052549,tt0039067,tt0036731,tt0036341
nm0641939	Ryan O'Neal	1941	NA	actor,soundtrack,producer	tt0069495,tt0066011,tt0070510,tt0072684
nm0641966	Barbara O'Neil	1910	1980	actress	tt0044357,tt0031381,tt0029608,tt0032194
nm0641979	Charles O'Neil	1909	1997	writer	tt0043238,tt0041042,tt0035584,tt0050568
nm0642005	George O'Neil	1898	1940	writer	tt0028522,tt0026667,tt0024418,tt0028329
nm0642156	Eugene O'Neill	1888	1953	writer	tt0020641,tt0026046,tt0260306,tt0023523
nm0642261	Michael O'Neill	NA	NA	writer	tt0140733,tt0407366,tt0400026,tt0165592
nm0642467	Maureen O'Reilly	NA	NA	actress	tt0989125,tt0129717,tt0060395,tt1346919
nm0642517	Shaun O'Riordan	1927	2018	director,producer,actor	tt0200364,tt0063968,tt0088633,tt0078682
nm0642543	Frank O'Rourke	1916	1989	writer	tt0043228,tt0064391,tt0060862,tt0041023
nm0642675	Milo O'Shea	1926	2013	actor,soundtrack	tt0062711,tt0062414,tt0084855,tt0063518
nm0642683	Peggy O'Shea	1922	2014	writer,actress	tt0047708,tt0083397,tt0062595,tt0062589
nm0642714	Sam O'Steen	1923	2000	editor,editorial_department,director	tt0061722,tt0111742,tt0071315,tt0061184
nm0642801	Richard O'Sullivan	1944	NA	actor,music_department,soundtrack	tt0050287,tt0056937,tt0069607,tt0196253
nm0642890	Stanley O'Toole	1939	2004	producer,production_manager,director	tt0077269,tt0089092,tt0082869,tt0086046
nm0643099	Simon Oates	1932	2009	actor	tt0065290,tt0068498,tt0402677,tt0404671
nm0643315	Margaret Oberman	NA	NA	writer,producer	tt0072562,tt0098519,tt0264310,tt0399327
nm0643375	André Obey	1892	1975	writer	tt0195074,tt0050237,tt0194662,tt0169979
nm0643532	Peter Obrist	1950	NA	writer,director,producer	tt0880992,tt0452700,tt0178142,tt0084300
nm0643816	Kurt Ockermueller	1948	NA	director,assistant_director,writer	tt0094456,tt0149449,tt0806910,tt1174035
nm0644022	Bob Odenkirk	1962	NA	writer,actor,producer	tt3032476,tt1821549,tt0112084,tt0903747
nm0644038	Urs Odermatt	1955	NA	director,writer,camera_department	tt0111652,tt1038045,tt0095205,tt0091872
nm0644048	Clifford Odets	1906	1963	writer,miscellaneous,director	tt0053308,tt0051036,tt0038458,tt0037135
nm0644265	Gerd Oelschlegel	1926	1998	writer,director	tt0377180,tt0290265,tt0242203,tt0055643
nm0644345	Jobst Oetzmann	1961	NA	director,writer,producer	tt0405841,tt2825464,tt0267427,tt0806910
nm0644383	Joseph Offenbach	1904	1971	actor,soundtrack	tt0062602,tt0049293,tt0052656,tt0051966
nm0644707	Ian Ogilvy	1943	NA	actor,writer	tt3157224,tt0066585,tt0865559,tt0104070
nm0644823	Hideo Oguni	1904	1996	writer,director	tt0047478,tt0057565,tt0089881,tt0044741
nm0646829	Edna May Oliver	1883	1942	actress,soundtrack	tt0023327,tt0026266,tt0031252,tt0027075
nm0647010	Susan Oliver	1932	1990	actress,director,writer	tt0080240,tt0056757,tt0060028,tt0057765
nm0647027	Vic Oliver	1898	1964	composer,actor,music_department	tt0033697,tt0033714,tt0029881,tt0035945
nm0647085	Sandy Oliveri	NA	NA	miscellaneous,producer,editor	tt0134729,tt0314051,tt0268202,tt0335057
nm0647585	Alfa-Betty Olsen	NA	NA	writer,actress,casting_director	tt0116823,tt0046593,tt0063462,tt0100449
nm0647911	Glen Olson	NA	NA	writer,miscellaneous	tt0073972,tt1600194,tt0073961,tt0068135
nm0647970	Nancy Olson	1928	NA	actress,soundtrack	tt0046333,tt0054195,tt0043014,tt0071110
nm0648291	Julia Trevelyan Oman	1930	2003	production_designer,costume_designer,art_department	tt0086280,tt0064576,tt0067800,tt9108374
nm0648780	Yoko Ono	1933	NA	soundtrack,director,actress	tt0271241,tt0125022,tt5104604,tt1758830
nm0649055	David Opatoshu	1918	1996	actor,writer	tt0053804,tt0071054,tt0060028,tt0061107
nm0649097	Max Ophüls	1902	1957	director,writer,producer	tt0048308,tt0042906,tt0045034,tt0028347
nm0649100	Win Opie	1924	2010	director,assistant_director,producer	tt0233023,tt0455064,tt0054576,tt0134241
nm0649155	E. Phillips Oppenheim	1866	1946	writer	tt0025514,tt0016929,tt0022081,tt0004974
nm0649183	George Oppenheimer	1900	1977	writer,soundtrack	tt0044366,tt0028772,tt0040076,tt0035531
nm0649188	Jess Oppenheimer	1913	1988	writer,producer,music_department	tt0053480,tt0058805,tt0056742,tt0043208
nm0649478	Baroness Emmuska Orczy	1865	1947	writer,script_department	tt0028829,tt12935368,tt0019501,tt0025748
nm0649501	Julian Orde	1917	1974	writer,actress	tt0264725,tt0040801,tt0969924
nm0649708	Leo Orenstein	1919	2009	producer,director,writer	tt0348926,tt5309764,tt0341798,tt0250914
nm0649855	Barry Oringer	1935	NA	writer,miscellaneous,producer	tt0061265,tt0061277,tt0071033,tt0072493
nm0650046	Lester Orlebeck	1907	1970	editor,director	tt0034142,tt0033649,tt0033988,tt0034057
nm0650083	Arthur E. Orloff	1908	1994	writer	tt0042741,tt0042334,tt0045182,tt0044542
nm0650240	James Ormerod	1924	2003	director,producer,writer	tt0054536,tt0163495,tt0159211,tt0068090
nm0650561	James Orr	1953	NA	writer,director,producer	tt0094137,tt0101862,tt0108147,tt0100201
nm0650581	Mary Orr	1910	2006	writer	tt0041061,tt0047708,tt0044277,tt0041037
nm0650685	Frank Orsatti	1942	2004	stunts,actor,director	tt0098382,tt0088247,tt0102034,tt0110478
nm0651358	Joe Orton	1933	1967	writer	tt0343245,tt0065700,tt0820333,tt0066002
nm0651516	Mieko Osanai	1930	NA	writer,miscellaneous	tt3251388,tt0184152,tt9155170,tt0058851
nm0651550	Andrew Osborn	1910	1985	producer,actor,director	tt1646050,tt0989125,tt0074072,tt0159867
nm0651559	David D. Osborn	1923	NA	writer,soundtrack	tt0071292,tt0060288,tt0065009,tt0061115
nm0651570	John Osborne	1929	1994	writer,actor,soundtrack	tt0080745,tt0057590,tt0053796,tt0067128
nm0651585	Paul Osborn	1901	1988	writer	tt0052225,tt0050933,tt0031754,tt0048028
nm0651758	William Osborne	NA	NA	writer,producer,script_department	tt0277296,tt0107009,tt0105477,tt0096320
nm0651761	Zorenah Osborne	1938	NA	actress	tt0058846,tt0162080,tt0149398,tt0054518
nm0651767	Lloyd Osbourne	1868	1947	writer	tt0061204,tt0028817,tt0039133,tt0012438
nm0651776	Nils-Morten Osburg	1964	NA	writer,sound_department,actor	tt0806910,tt2359935,tt0130892,tt3573236
nm0651791	Henry Oscar	1891	1969	actor	tt0031334,tt0026183,tt0031891,tt0028872
nm0651915	Nagisa Ôshima	1932	2013	director,writer,editor	tt0074102,tt0213682,tt0066639,tt0085933
nm0652266	Leonie Ossowski	1925	2019	writer	tt0087619,tt0806910,tt0081560,tt0079243
nm0652366	Robert Osterloh	1918	2001	actor	tt0042176,tt0042530,tt0050155,tt0047677
nm0652534	Aleksandr Ostrovskiy	1823	1886	writer	tt0058770,tt0073558,tt0037540,tt0028622
nm0652631	Gerd Oswald	1919	1989	director,assistant_director,producer	tt0060028,tt0060074,tt0063976,tt0054272
nm0653228	Carolin Otto	1962	NA	writer,director,producer	tt0136596,tt1566185,tt0136446,tt0832483
nm0653292	Richard Otto	NA	NA	writer	tt0806910
nm0653580	Brian Oulton	1908	1992	actor	tt0090357,tt0064133,tt0057918,tt0054518
nm0653620	Gérard Oury	1919	2006	actor,writer,director	tt0057967,tt0069747,tt0064146,tt0060474
nm0653862	Wayne D. Overholser	1906	1996	writer	tt0043228,tt0051261,tt0052681
nm0654048	Horace Ové	1939	NA	director,writer,producer	tt0165592,tt0075098,tt0180956,tt4921868
nm0654079	Alun Owen	1925	1994	writer,actor,soundtrack	tt1245421,tt0053740,tt0161126,tt0058182
nm0654089	Bill Owen	1914	1999	actor,soundtrack,writer	tt0060453,tt0197734,tt0298698,tt0069602
nm0654109	Cliff Owen	1919	1994	director,assistant_director,producer	tt0060662,tt0054518,tt0069311,tt0441950
nm0654286	Tudor Owen	1898	1979	actor,soundtrack	tt0044937,tt0051312,tt0055254,tt0044333
nm0654559	Daphne Oxenford	1919	2012	actress	tt0053494,tt0078703,tt0056751,tt0071118
nm0654597	Roy Oxley	1905	1980	production_designer,art_department,art_director	tt0249087,tt0162126,tt0041754,tt0041737
nm0654967	Jack Paar	1918	2004	producer,writer,actor	tt0043551,tt0043118,tt0045702,tt0050030
nm0655142	Judy Pace	1942	NA	actress	tt0065579,tt0065357,tt0063688,tt0068315
nm0655436	Charles Lloyd Pack	1902	1983	actor	tt0051554,tt0047706,tt0066719,tt0081163
nm0655462	Elon Packard	1923	1977	writer,script_department	tt0335115,tt0058855,tt0045447,tt0055700
nm0655499	Peter Packer	1906	1987	writer,producer	tt0052463,tt0179590,tt0041024,tt0058824
nm0656098	Alain Page	NA	NA	writer,director	tt0092064,tt2056771,tt0064816,tt0168316
nm0656108	Anthony Page	1935	NA	director,writer,miscellaneous	tt0071847,tt0089161,tt0108858,tt0079428
nm0656183	Geraldine Page	1924	1987	actress,soundtrack	tt0045883,tt0077742,tt0090203,tt0056541
nm0656452	Nicola Pagett	1945	NA	actress,soundtrack	tt0054518,tt0902940,tt0112427,tt0066449
nm0656528	Marcel Pagnol	1895	1974	writer,producer,director	tt0289409,tt0033603,tt0024830,tt0030722
nm0656621	Plym Pahl	NA	NA	producer,writer	tt0068115,tt0059990,tt0136713,tt0806910
nm0656670	Eric Paice	1926	1989	writer,script_department	tt0054518,tt0196279,tt0207871,tt9809394
nm0656745	Robert Paige	1910	1987	actor,soundtrack,producer	tt0031324,tt0036376,tt0030234,tt0039758
nm0656809	John Greg Pain	NA	NA	writer	tt0046593
nm0658244	Geoffrey Palmer	1927	NA	actor,soundtrack	tt0081838,tt0838232,tt0120347,tt0110428
nm0658339	Lilli Palmer	1914	1986	actress,soundtrack,writer	tt0051964,tt0044631,tt0056129,tt0048948
nm0658388	Nicholas Palmer	1937	1995	producer,writer,script_department	tt0379150,tt0066719,tt0169886,tt0840891
nm0658427	Richard Palmer	NA	NA	actor	tt0044240,tt0193949,tt0169334,tt0424514
nm0658482	Tony Palmer	1941	NA	director,editor,producer	tt3314154,tt0097073,tt0096250,tt0159876
nm0658605	Tony Palmiero	NA	NA	writer	tt0063948,tt0062568
nm0658816	David Paltenghi	1919	1961	miscellaneous,director,actor	tt0051576,tt0161126,tt0047310,tt0049400
nm0659950	Wolfgang Panzer	1947	NA	director,writer,producer	tt0115762,tt0181312,tt0806910,tt1483744
nm0660893	John Paragon	1954	NA	actor,writer,director	tt0095088,tt0262973,tt0098546,tt0090500
nm0661094	Don Pardo	1918	2014	actor,soundtrack	tt0105466,tt0384783,tt0093818,tt0072562
nm0661407	Judy Parfitt	1935	NA	actress,soundtrack	tt0109642,tt0120631,tt0335119,tt1178522
nm0661554	Frank Paris	NA	NA	producer,miscellaneous,writer	tt0063955,tt0047736,tt0061271,tt0060011
nm0661577	Jerry Paris	1925	1986	director,actor,producer	tt0091777,tt0054533,tt0070992,tt0089822
nm0661585	Judith Paris	1944	NA	actress	tt0098165,tt0056751,tt0293508,tt0069597
nm0661922	Ruth Park	1917	2010	writer	tt0278861,tt1384817,tt0969924,tt0091766
nm0662091	Brian Parker	1929	NA	director,actor,writer	tt1236228,tt1729107,tt0092379,tt0066666
nm0662155	Clifton Parker	1905	1989	composer,soundtrack,music_department	tt0053354,tt0047072,tt0046267,tt0050766
nm0662213	Dorothy Parker	1893	1967	writer,soundtrack,music_department	tt0029606,tt0033836,tt0039840,tt0047522
nm0662637	Stewart Parker	1942	1988	writer,miscellaneous	tt0820333,tt1636286,tt0165592,tt0303491
nm0662730	Gerard Parkes	1924	2014	actor,miscellaneous	tt0085017,tt1300851,tt0144117,tt0251282
nm0662981	Michael Parks	1940	2017	actor,soundtrack,director	tt0116367,tt1077258,tt3099498,tt0873886
nm0663039	Leslie Parkyn	1918	1983	producer,miscellaneous	tt0053361,tt0049854,tt0048810,tt0060615
nm0663163	Charles Parnall	NA	NA	camera_department,cinematographer	tt0173591,tt1682581,tt0059963,tt0056751
nm0663326	Katherine Parr	1921	2009	actress	tt0129717,tt0068498,tt0057578,tt0424746
nm0663409	Pim de la Parra	1940	NA	writer,director,producer	tt0073387,tt0089786,tt0095548,tt0100220
nm0663519	Clifford Parrish	1919	2013	actor	tt0077052,tt0437943,tt0061253,tt0254768
nm0663678	Natasha Parry	1930	2015	actress	tt0063518,tt0044521,tt0071105,tt0054084
nm0663763	Marion Parsonnet	1905	1960	writer,producer,director	tt0037634,tt0033512,tt0038559,tt0044294
nm0663860	Louella Parsons	1881	1972	actress,writer,soundtrack	tt0039110,tt0018031,tt0029010,tt0044070
nm0664022	Frank Partos	1901	1956	writer,script_department	tt0026225,tt0040806,tt0033107,tt0025192
nm0664251	Ernest Pascal	1896	1966	writer,script_department	tt0036051,tt0024221,tt0026467,tt0031448
nm0664363	Susanne Paschen	NA	NA	editor,editorial_department,actress	tt0059876,tt0069314,tt0058482,tt0056630
nm0664390	Richard Pasco	1926	2014	actor	tt0163463,tt0119280,tt0081738,tt0240301
nm0664515	Marty Pasetta	1932	2015	director,producer,writer	tt0353134,tt0448207,tt0331814,tt0299436
nm0664624	Eddie Paskey	1939	NA	actor,miscellaneous	tt0060028,tt0060009,tt0054519,tt0458122
nm0664990	Joe Pasternak	1901	1991	producer,production_manager,director	tt0041507,tt0028373,tt0033766,tt0025647
nm0665291	Wally Patch	1888	1970	actor,writer	tt0023956,tt0028043,tt0024859,tt0457234
nm0665602	Alan Pattillo	1929	2020	director,editor,script_department	tt0057790,tt0083987,tt0054518,tt0084503
nm0665615	Ray Patin	NA	NA	animation_department,writer	tt0372871,tt0039268,tt0046593,tt1317476
nm0665704	Alan Paton	1903	1988	writer,producer	tt0071773,tt0112749,tt6242260,tt0043436
nm0665875	John Patrick	1905	1995	writer	tt0038988,tt0050631,tt0049830,tt0049314
nm0666198	Edi Patterson	1972	NA	actress,writer,soundtrack	tt8634332,tt3766376,tt9398640,tt8946378
nm0666332	Neva Patterson	1920	2010	actress	tt0050105,tt0055892,tt0074119,tt0085106
nm0666685	Peter Patzak	1945	NA	director,writer,actor	tt0363092,tt1428448,tt0079390,tt0106337
nm0666777	Byron Paul	1920	2004	producer,director,actor	tt0041061,tt0332917,tt0056745,tt0048893
nm0666875	Jeremy Paul	1939	2011	writer,soundtrack,miscellaneous	tt0062574,tt0092712,tt0078593,tt0098765
nm0666881	John Paul	1921	1995	actor,soundtrack	tt0065290,tt0082351,tt0204247,tt0068498
nm0667083	Gaby Pauler	NA	NA	script_department,writer,assistant_director	tt0108917,tt0098721,tt0119071,tt0806910
nm0667292	Albert Paulsen	1925	2004	actor	tt0056742,tt0060009,tt0056218,tt0055674
nm0667676	Dawn Pavitt	1933	NA	writer	tt0212699,tt0272401,tt0058853,tt0300627
nm0668122	John Paxton	1911	1985	writer,producer	tt0037101,tt0039286,tt0043560,tt0067314
nm0668199	Peter Payer	1964	NA	director,writer,camera_department	tt0209455,tt0350037,tt0892408,tt2044739
nm0668252	Andrew Payne	NA	NA	writer,producer	tt0945259,tt0079937,tt0106102,tt1652216
nm0668382	Laurence Payne	1919	2009	actor,writer	tt0056751,tt0052320,tt0074896,tt0397787
nm0668729	L. du Garde Peach	1890	1974	writer	tt0024978,tt0026248,tt0027749,tt0026460
nm0668734	Mary Peach	1934	NA	actress	tt0112760,tt0240301,tt0062159,tt0066344
nm0668778	John Peacock	1945	2017	writer,miscellaneous,soundtrack	tt0161126,tt0069318,tt0064943,tt0147770
nm0668966	Ken Pearce	NA	NA	editor	tt0297626,tt0085492,tt0067767,tt0076817
nm0668998	Perce Pearce	1899	1955	producer,writer,director	tt0120910,tt0032455,tt0029583,tt0034492
nm0669098	Irv Pearlberg	1925	2008	producer,writer,miscellaneous	tt0061858,tt0057765,tt0074042,tt0063103
nm0669363	Richard Pearson	1918	2011	actor	tt0067372,tt1343013,tt0498968,tt0044008
nm0669632	Brian Peck	1930	NA	actor	tt0077007,tt0427502,tt0424009,tt0979074
nm0669708	Richard Peck	1934	2018	writer	tt1015569,tt0104321,tt0046593,tt0077174
nm0669974	Con Pederson	NA	NA	visual_effects,director,writer	tt0261392,tt0331632,tt0062622,tt0264150
nm0670019	Richard Pedicini	NA	NA	actor,writer	tt0047708,tt0043228,tt0106154,tt0094511
nm0670109	Gale Pedrick	1905	1970	writer	tt4937512,tt0042724,tt0161126,tt0038557
nm0670226	David Peel	1920	1981	actor,writer	tt4280486,tt0989125,tt1353063,tt0426336
nm0670268	Samuel A. Peeples	1917	1997	writer,producer,miscellaneous	tt0054540,tt0060028,tt0053544,tt0061244
nm0670328	Bill Peet	1915	2002	writer,animation_department,art_department	tt0033563,tt0042332,tt0053285,tt0057546
nm0670538	Helmut Peine	1902	1970	actor	tt0063906,tt0923274,tt0821513,tt1303741
nm0670601	Frederick Peisley	1904	1975	actor	tt0027904,tt4666222,tt0066684,tt0054518
nm0670616	Monika Peitsch	1936	NA	actress,soundtrack	tt0068115,tt0477794,tt1281848,tt0092348
nm0670670	Robert-Adrian Pejo	1964	NA	director,writer,editor	tt0114904,tt0382627,tt1337338,tt3059612
nm0671117	Louis Pelletier	1906	2000	writer	tt0039123,tt0052522,tt0052463,tt0046665
nm0671322	Matt Pelto	1920	2004	actor	tt0051311,tt0068135,tt0061265,tt0065327
nm0671754	Ernest Pendrell	1913	1992	writer	tt0446859,tt0185797,tt0384603,tt0190120
nm0671862	Roger Vadim	1928	2000	writer,director,actor	tt0060271,tt0053002,tt0050929,tt0062711
nm0671906	Rainer Penkert	1921	2012	actor	tt0073511,tt0052244,tt0085112,tt0059470
nm0671957	Arthur Penn	1922	2010	director,producer,writer	tt0056241,tt0061418,tt0065988,tt0064002
nm0671984	Leo Penn	1921	1998	director,actor,writer	tt0060028,tt0083470,tt0039368,tt0054519
nm0672077	Nicholas Pennell	1938	1995	actor	tt0064072,tt0061253,tt0397833,tt0424746
nm0672093	Erdman Penner	1905	1956	writer,soundtrack,music_department	tt0046183,tt0042332,tt0048280,tt0053285
nm0672190	Michael Pennington	1943	NA	actor,miscellaneous,director	tt0064400,tt2158111,tt1007029,tt0086190
nm0672362	Judson Philips	1903	1989	writer	tt0050051,tt0051370,tt0135457,tt0043228
nm0672372	Arthur Pentelow	1924	1991	actor	tt0054518,tt0181240,tt0498955,tt0068069
nm0672689	Ken Peragine	NA	NA	writer,producer	tt0350777,tt0094518,tt0098927,tt0046593
nm0672835	Robert Perceval	1916	1989	actor	tt0050043,tt0989125,tt4280486,tt0279552
nm0672906	Edward Percy	1891	1968	writer	tt0032061,tt0037806,tt0326961,tt0033802
nm0673279	S.J. Perelman	1904	1979	writer	tt0023027,tt0040669,tt0022158,tt0048960
nm0673749	François Périer	1919	2002	actor,producer	tt0062229,tt0041719,tt0050783,tt0049259
nm0673988	Kenneth Perkins	1890	1951	writer	tt0047708,tt0023396,tt0017500,tt0041898
nm0674085	Walter Perkins	NA	NA	director,cinematographer,producer	tt0046593,tt0064504,tt0150255,tt0050837
nm0674135	Arnold Perl	1914	1971	writer,producer,director	tt0104797,tt0067093,tt0068903,tt0056753
nm0674468	Barry Perowne	1908	1985	writer,actor	tt0195398,tt0043228,tt0039197,tt0159884
nm0674518	Charles Perrault	1628	1703	writer	tt1661199,tt0053285,tt0042332,tt1587310
nm0674563	Michèle Perrein	1929	2010	writer	tt0485721,tt0054452,tt0140556,tt1477174
nm0674592	Denis Perret	NA	NA	writer	tt0117057,tt0051933
nm0674635	Dan Perri	NA	NA	miscellaneous,director,visual_effects	tt0076759,tt0112715,tt0179626,tt0114508
nm0674759	Nat Perrin	1905	1998	producer,writer,director	tt0044259,tt0038575,tt0042844,tt0023969
nm0674768	Sam Perrin	1901	1998	writer,production_manager,cinematographer	tt0046643,tt0042116,tt0033942,tt0030194
nm0674773	Tony Perrin	NA	NA	writer	tt0129723,tt0165592,tt1540141,tt0053494
nm0675023	David Perry	NA	NA	writer,actor	tt0301689,tt0058572,tt0161126,tt0954977
nm0675052	Eleanor Perry	1914	1981	writer,producer,soundtrack	tt0070363,tt0233023,tt0068720,tt0055892
nm0675068	Frank Perry	1930	1995	director,producer,actor	tt0233023,tt0055892,tt0082766,tt0064573
nm0675081	George Sessions Perry	1910	1956	writer	tt0038107,tt0041024,tt0029879,tt0040051
nm0675130	John Perry	NA	NA	writer	tt0033094,tt0039600,tt0045257,tt0158070
nm0675145	Joyce Perry	NA	NA	writer,actress	tt0057765,tt0064699,tt0071005,tt0066687
nm0675169	Linette Purbi Perry	NA	NA	writer	tt0298665,tt0297621,tt4493930
nm0675225	Morris Perry	1925	NA	actor	tt0148018,tt1226753,tt0063953,tt0174399
nm0675294	Simon Perry	1943	NA	producer,miscellaneous,director	tt1895315,tt0087803,tt1540133,tt1439572
nm0675490	Nehemiah Persoff	1919	NA	actor,soundtrack	tt0095497,tt0096320,tt0053291,tt0090633
nm0675639	Ralph Persson	1942	NA	actor	tt0058395,tt0064091,tt0121935,tt1157603
nm0675728	Michael Pertwee	1916	1991	writer,actor,director	tt0053496,tt0055701,tt0041511,tt0058846
nm0675729	Roland Pertwee	1885	1963	writer,script_department,actor	tt0034548,tt0029081,tt0010608,tt0029319
nm0676133	Glenn Petach	NA	NA	writer,actor,production_designer	tt0090968,tt0092974,tt0085803,tt0046593
nm0676248	Fred Olen Ray	1954	NA	director,producer,writer	tt3998256,tt5344794,tt3210376,tt2136759
nm0676310	House Peters Jr.	1916	2008	actor	tt0027623,tt0027259,tt0045304,tt0046199
nm0676729	Werner Peters	1918	1971	actor,soundtrack	tt0050746,tt0053227,tt0058947,tt0044170
nm0677269	Len Peterson	1917	2008	writer	tt0341777,tt0929663,tt0333438,tt0341798
nm0677348	Ralph W. Peterson	1921	1996	writer,producer,miscellaneous	tt0466519,tt0758020,tt0069286,tt0227936
nm0677367	Rod Peterson	1921	2004	producer,writer,miscellaneous	tt0081858,tt0068149,tt0055666,tt0052481
nm0677744	Joseph Petracca	1913	1963	writer	tt0052463,tt0052442,tt0052522,tt0052941
nm0677769	Harry Mark Petrakis	NA	NA	writer	tt0236695,tt0123358,tt0064259,tt0054532
nm0677951	Daniel Petrie	1920	2004	director,producer,actor	tt0102404,tt0118648,tt0055353,tt0086942
nm0677959	George Petrie	1912	1997	actor,director	tt0093748,tt0050032,tt0085404,tt0056048
nm0678489	John Pett	NA	NA	sound_department,director,producer	tt0942385,tt0071075,tt1262406,tt0854667
nm0678620	Joanna Pettet	1942	NA	actress	tt0073972,tt0084453,tt0070538,tt0061452
nm0678648	Brian Pettifer	1953	NA	actor,soundtrack	tt0129709,tt0086879,tt4555426,tt0151137
nm0678693	Frank Pettingell	1891	1966	actor	tt0024073,tt0202696,tt0040325,tt0031359
nm0678758	Ken Pettus	1915	1992	writer,miscellaneous,producer	tt0827709,tt0058855,tt0072542,tt0060009
nm0678928	Joseph Pevney	1911	2008	director,actor,producer	tt0060028,tt0045678,tt0050681,tt0051051
nm0678978	Jean Peyre	1926	2001	production_designer,miscellaneous,art_department	tt0081874,tt0173591,tt0056751,tt0086818
nm0679010	Arnold Peyser	1921	2001	writer,producer,miscellaneous	tt0065125,tt0060009,tt0063925,tt0056775
nm0679013	John Peyser	1916	2002	director,producer,writer	tt0041061,tt0072574,tt0064641,tt0060018
nm0679016	Lois Peyser	1923	1994	writer,producer,miscellaneous	tt0060009,tt0056775,tt0063925,tt0065125
nm0679429	Maris Pfeiffer	1962	NA	director,writer,producer	tt0113586,tt0806910,tt0874686,tt0330016
nm0679557	Andreas Pflüger	1957	NA	writer,composer	tt0411702,tt0081860,tt0806910,tt0090440
nm0679717	Brian Phelan	1934	NA	actor,writer	tt0891379,tt0059269,tt0095584,tt0070327
nm0679902	J.J. Philbin	1974	NA	producer,writer,miscellaneous	tt1826940,tt7845644,tt0362359,tt0142342
nm0679911	Tom Philbin	NA	NA	writer	tt0062568
nm0680002	Claude-Jean Philippe	1933	2016	director,actor,writer	tt0341754,tt0216458,tt0068205,tt0057866
nm0680097	Lee Philips	1927	1999	director,actor,writer	tt0051750,tt0058816,tt0076977,tt0050839
nm0680290	Caryl Phillips	1958	NA	writer,producer	tt0273609,tt0200358,tt0282771,tt0091765
nm0680317	Conrad Phillips	1925	2016	actor,writer	tt0386200,tt0068100,tt0101659,tt0054326
nm0680402	Frank V. Phillips	1912	1994	cinematographer,camera_department	tt0066817,tt0058855,tt0062568,tt0078869
nm0680474	James Atlee Phillips	1915	1991	writer	tt0052293,tt0041023,tt0043228,tt0040051
nm0680515	John Phillips	1914	1995	actor	tt0196278,tt0079766,tt1353138,tt0055382
